Suggestions for improvement,cluster
"Nhiều thủ tục, giấy tờ không cần thiết, cần rút gọn lại",0
"Hầm để xe quá bé, nên chia riêng thành các khu và sắp xếp tối ưu hơn",2
Đồ ăn canteen tạm được chứ không xuất sắc lắm,2
"Quy trình giấy tờ lằng nhằng, nhiều thủ tục không cần thiết",0
"OT nhiều nên nhiều khi cảm thấy quá tải công việc, nếu dãn ra sẽ ok hơn
Dàn trải, OT cường độ cao",1
"Dự án còn nhiều chỗ chưa hợp lý, không phù hợp với kỹ năng cần có của nhân viên",1
"Lương thưởng cần được nâng lên , để anh em còn có động lực cống hiến. Lương OTchưa cạnh tranh bằng các nơi khác",1
"Nơi gửi xe chật hẹp, mùa hè lấy được cái xe ra hết hơi.",2
"Job lớn tương đương với OT nhiều, nhiều khi OT ko kịp ăn, cần dãn ra để phù hợp hơn",0
"Máy tính cấu hình thấp, nộp đơn xin nâng cấp mà chờ mãi chưa thấy được",2
Phải đi làm khá xa nên đi lại vất vả,2
"Lương cần đươc cạnh tranh hơn, mức lương chưa thực sự thỏa đáng với năng lực mình bỏ ra",1
Cần đẩy mức thưởng lên canh tranh để anh em bán sức nhiệt tình hơn,1
"Văn hóa của Fsoft là OT, dự án lớn về tay là vừa lo vừa mừng",1
"Lương cần được cải thiện hơn, cạnh tranh hơn nữa",1
"Quy trình Fsoft khá cồng kềnh, chờ nâng cấp cái máy tính dài hết cả cổ",2
"OT nhiều như này sao mà có gấu được, cần có time rảnh hơn
OT nhiều, ít có time để, nghỉ ngơi, xả stress",1
"Kiến nghị cần trợ cấp thêm cho anh em làm OT
Pc kém, bảo mật lại nhiều",0
"Nên có nhiều hoạt động vui chơi, tạo sự thoải mái cho team, chế độ đãi ngộ phù hợp",1
"Nên có thêm các hoạt động bonding gắn kết các team.
Một số khóa học bắt buộc mình cảm thấy ko cần thiết lắm.",1
"Tạo điều kiện đãi ngộ, cải thiện lương thưởng cho fresher và junior
Vị trí công ty xa trung tâm",1
Mức lương cơ bản nên đánh giá theo cả năng lực của nhân viên thay vì chỉ theo thâm niên để tăng bậc lương,1
"Văn phòng xa, mình đi làm bằng xe máy vì ở xa nên nhiều lúc bị trễ lại bị trừ vào lương, khá buồn
OT nhiều nên nhiều khi có có thời gian dành cho các hoạt động khác",2
"campus hơi xa, có xe đưa đón nhưng phải dậy sớm
OT hơi nhiều, cần bổ sung thêm nhân lực",2
PC hơi cũ. Vậy nên yêu cầu cần trang bị thêm một số máy móc thiết bị hiện đại hơn nữa,1
"Lương lậu chưa được cạnh tranh, mong sếp cân nhắc nâng lương cho anh em còn có động lực cống hiến nhiều hơn nữa",1
Cái hầm để xe chật nên mỗi lần lấy xe rất mất thời gian,2
"Lương thưởng cần hỗ trợ tốt hơn nữa
Có các hình thức tổ chức team building mới, hấp dẫn hơn",1
"So với mặt bằng chung thì lượng của fsoft không cạnh tranh với chỗ khác, nhưng được cái bạn sẽ được biết các quy trình thiết kế phần mềm rất quy củ, có ích cho sau này.",0
"Hầm để xe hơi chật, mỗi lần đi lấy xe rất vất vả
Nhiều dự án, OT nhiều, phù hợp với các bạn trẻ hơn.",2
Mức lương ở mức tạm chứ không hấp dẫn nên anh chị em chưa hài lòng lắm,1
"Đánh giá trong việc tăng lương hơi chậm, mong cải thiện trong thời gian sớm",1
Dự án lớn làm thêm giờ nhiều nhưng lương OT thì chưa xứng đang lắm,0
"Phân chia dự án đồng đều hơn, một số dự án công nghệ cũ phải chạy khá vất, OT căng
Các dự án phân bố OT chưa đều, PM ko dự tính trước được lượng OT để anh em chuẩn bị",0
Cần đẩy mức thưởng lên canh tranh để anh em làm việc nhiệt tình hơn,1
"Văn hóa của Fsoft là OT, dự án lớn về tay là vừa lo vừa mừng
mật độ OT dày, nhiều khi vào dự án OT nhiều rất mất sức",1
"Campus đẹp nhưng hơi xa
OT nhiều, phù hợp với người chưa có gia đình",0
"Dự án lớn, làm thêm giờ các thứ trong tuần mà nhiều khi không được ghi nhận. Mỗi thứ 7, cn mới được tính
Tính OT chưa được rõ ràng, OT không có lương",0
"Quy trình quản lý cồng kềnh phức tạp quá, cần gọn nhẹ hơn chút nữa",0
"Có vài con dev cũ và cùi quá, cần thay sớm
Đồ ăn canteen ở mức tạm, cần cải thiện",1
Đủ các loại quy trình đến mua văn phòng phẩm cũng cần log ticket,0
Thấy mọi quy trình xử lý các thủ tục hơi phức tạp mất nhiều thời gian,0
"Tiền giờ làm thêm chưa được tính thỏa đáng, nên anh em chưa hài lòng",1
OT nhiều nên đôi khi cũng thấy căng thẳng và khá mệt. Cần bổ sung thêm nhân sự để dàn trải bớt OT,1
Cung cấp đồ dụng dụng cụ vật tư cho các team còn chậm chễ,0
"Bị hạn chế khi research, công ty chặn mạng nhiều
OT khá nhiều, nhiều khi quá tải, cần bổ sung thêm nhân sự cho việc này",2
"Nhiều dự án OT khá nặng, phải dự án với khách nhật là OT thôi rồi luôn.
Chỉ thích hợp với người trẻ tuổi",0
Mình được đề xuất nâng cấp cái máy mà chờ đến 3 tháng trời còn chưa được cấp,2
"Hầu hết trợ cấp, thưởng đều phụ thuộc vào dự án . nên có thêm lương thưởng cho nhân viên hoàn thành tốt công việc . lương OT cần cạnh tranh hơn.",0
"OT nhiều ,dí chạy muốn mệt luôn. Được cái OT được tính đầy đủ rõ ràng
Mật độ OT một số dự án dày đặc, khá vất vả",0
"nơi để xe hơi nhỏ, mong cty xây thêm nhà để xe .",2
Được cọ xát trải nghiệm nhiều nhưng mức lương của Fresher chưa đủ cạnh tranh để giữ nhân viên,1
Mình đi làm bằng xe bus công ty nên mấy hôm đến muộn thì khá bất tiện,2
"quy trình cồng kềnh , chia ra nhiều khung giờ flexible hơn để nhân viên dễ thích nghi",0
"PM chưa dự trù được thời gian OT hợp lí dẫn đến vượt quá kinh phí dự án, nhân viên chịu thiệt lương OT
OT nhiều, cần giảm bớt cho nhân viên bớt căng thẳng",1
"Xét tăng lương định kỳ nhiều hơn, may có lương OT trả đầy đủ kéo lại",0
"Tạo thêm nhiều cơ hội làm việc giữa các nhân viên hơn để tăng sự thân thiết, thời gian OT cần linh hoạt hơn",0
"Teammate một số người mới có vẻ hay ngại, gặp vấn đề chưa giải quyết rõ ràng
Campus xa, có xe bus đưa đón đỡ hơn nhưng vẫn phải dậy từ khá sớm",2
"Có tiêu chí đánh giá lương thưởng cụ thể rõ ràng, thông báo ở nơi dễ quan sát để mọi nhân viên được rõ để phấn đấu",1
Campus hơi xa nơi làm việc . công ty nên bố trí xe đưa đón.,2
Có chế độ thưởng tay nghề thâm niên cho những nhân viên gắn bó với công ty,1
Có chế độ thưởng riêng với các teamwork có hiệu suất công việc cao,1
"Công việc chán làm step by step. KH Nhật chỉ tận từng cái button biến ko sáng tạo gì. Chỉ là monkey-coder.
Lương thấp, khó tăng lương.
Có OT nhưng rất khó dc approve. Hầu như toàn tự OT.",1
"Cấu hình của cái máy hơi thấp, đề xuất nâng cấp cái máy mà mãi chưa được nâng cấp cho",2
May công ty còn có xe bus đưa đón chứ ko xa trung tâm đi lại vất vả lắm,2
"Nhiều người kêu về OT, còn mình thì không phải OT nhiều nên miễn bình luận. Được cái lương lương thưởng dự án ngon, phúc lợi ổn. Trước mắt thì mình muốn làm việc lâu dài",0
"công việc nhiều, nhiều lúc phải OT để hoàn thành công việc",0
"Vào dự án là OT nhiều quá thể, căng thẳng và bán sức. Bù lại thì kiếm được nhiều tiền",0
"Đề xuất lương lậu cho anh em cần cải thiện sớm, xứng đáng với công sức bỏ ra",1
"- Có mấy con PC cấu hình cùi mà mãi chưa thay.
- Địa điểm làm việc hơi xa trung tâm, ai quen thức khuya chạy dl như mình thì dậy sớm hơi vất..",2
"Công ty khá xa trung tâm nên di chuyển mất thời gian, có bus đưa đón nhưng cũng mệt",2
"Khá là xa trung tâm nên đi lại hơi vất vả
Bổ sung thêm chính sách hỗ trợ nhân viên",2
Có chế độ thưởng riêng với các teamwork có hiệu suất công việc cao,1
"Mức lương của của fresher chưa cạnh tranh lắm,
may mà môi trường đào tạo xịn, được cọ sát
trải nghiệm nhiều nên mình mới quyết định ở lại",1
"Mình thấy quy trình làm việc khá cồng kềnh, chắc do công ty to quá thì phải",0
"Nơi làm việc xa, ko ngủ nướng được mà phải bò dậy sớm đi xe đưa đón. Cái campus đẹp bù lại cũng đỡ",2
"Mang được việc về nhà làm mà ko cần đến công ty thì tốt quá, cấu hình PC thấp vãi cả",2
"Làm chưa lâu nhưng thấy Tỉ lệ fresher, junior cao (chắc cũng 80~90%) trên 1 project",1
"Một số team bình thường, đặc điểm gen Z
Quy trình thăng tiến chưa rõ ràng lắm",1
"Đề xuất cấp thiết bị thì lâu, chờ 3 tháng vẫn chưa thấy gì",1
lương và thưởng của anh em nên được hỗ trợ tốt hơn,1
Hầm để xe bé quá nên mình mỗi lần gửi hay lấy xe hơi mệt,2
"Nhiều bảo mật, công ty chặn mạng, khó research
Pc cũ nhiều, cần thay mới để phục vụ công việc tốt hơn",2
"Quy trình nhiều khi cồng kềnh, nhất là mảng giấy tờ, mua văn phòng phẩm cũng cần phải log ticket.
Một số dự án OT nhiều, hơi bán sức, PM cần thông báo và triển khai OT hợp lý hơn",0
"Khuôn viên fsoft xa trung tâm, sáng phải dậy sớm để kịp bus đi lên cty.
Mỗi lần team building là đa số văn nghệ nhiều, hy vọng trong thời gian tới sẽ có hình thức khác vd tổ chức các cuộc thi về chuyên môn, hoặc 1 giải game mở rộng, vv",2
"Linh động hơn về giới giấc, một số dự án teamwork cần bố trí nhân lực đồng đều hơn, tránh việc một vài cá nhân phải gánh cả team",1
Lương fsoft không được cạnh tranh so với mặt bằng nhưng mình nắm được các quy trình thiết kế phần mềm quy củ,0
"Có gia đình rồi mà vào dự án OT nhiều chạy theo bù đầu, có tiền OT bù đắp lại cũng xứng đáng
OT nhiều, sau có gia đình chắc không có thời gian chăm lo mất",0
"campus đẹp nhưng hơi xa, đi lại bất tiện",2
"""Không gian của các team cần được sắp xếp đảm bảo sự riêng tư hơn.
Fsoft bắt buộc học một số khóa học ko cần thiết lắm """,0
"Kỳ lạ là chỉ khi làm thứ 7, CN mới tính là OT để trả lương. Còn ngày thường thì khó được thông qua lắm. OT cần có quy trình rõ ràng.
Cách tính OT chưa thực sự rõ ràng, OT không lương",0
"Mình bị đi trễ 1,2 lần, trễ giờ sẽ trừ lương, nên làm phải đúng giờ",0
"Cần chủ động tự học nhiều, các khóa học cho level cao ko ăn thua lắm",0
"Anh em thân theo team nên cần các hoạt động bonding gắn kết hơn.
Thu nhập hơi thấp so với mặt bằng chung",1
Hệ thống quản lý công ty hơi rườm rà và phức tạp,0
Đi làm xa nên nhiều khi dậy sớm là cả vấn đề khi vào mùa đông,2
Quỹ lương cho các bạn level P2 là khá thấp cần bổ sung thêm,1
Mảng lương tăng hơi chậm so với mặt bằng chung hiện nay,0
"Tiền giờ OT chưa được tính thỏa đáng lắm
Lương và thưởng OT ko rõ ràng, công ty cần bổ sung chi tiết lại",0
"Cảm thấy OT không lương nhiều , và phải phụ thuộc vào sự đồng ý của sếp nữa
OT nhiều, lương OT không cao lắm, bị phụ thuộc",0
"Cty chặn nhiều mạng, khó research.
Tăng hoạt động giải trí sau giờ làm thì ok hơn nhiều",2
"Hầm để xe xe nhỏ quá, lấy xe nóng,mệt mỏi thực sự",2
"Cần cải thiện khâu estimate. Thời gian và mật độ họp giải quyết vấn đề quá nhiều dẫn đến mất thời gian triển khai công việc. Không biết trân trọng người giỏi. Lương thưởng không fair giữa các team.
Estimate thường bị ép nên dẫn đến tình trạng task nhân viên cũng bị ép. Thường xuyên OT theo hình thức dân chủ. Có giới hạn tgian OT của năm",0
